Domain Code,Domain,Survey Code,Survey,Geographic Level Code,Geographic Level,Food Group Code,Food Group,Indicator Code,Indicator,Element Code,Element,Unit,Value,Flag,Flag Description,Note
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG12","Sweets and sugars","3304","Fat apparent intake","61231","Confidence interval: Lower bound","g/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG12","Sweets and sugars","3304","Fat apparent intake","61232","Confidence interval: Upper bound","g/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG12","Sweets and sugars","3305","Carbohydrate (available) apparent intake","6123A","Average","g/cap/d","37.2","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG12","Sweets and sugars","3305","Carbohydrate (available) apparent intake","61231","Confidence interval: Lower bound","g/cap/d","33.5","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG12","Sweets and sugars","3305","Carbohydrate (available) apparent intake","61232","Confidence interval: Upper bound","g/cap/d","41","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG12","Sweets and sugars","3306","Dietary Fibre apparent intake","6123A","Average","g/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG12","Sweets and sugars","3306","Dietary Fibre apparent intake","61231","Confidence interval: Lower bound","g/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG12","Sweets and sugars","3306","Dietary Fibre apparent intake","61232","Confidence interval: Upper bound","g/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG12","Sweets and sugars","3307","Calcium apparent intake","6209A","Average","mg/cap/d","8","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG12","Sweets and sugars","3307","Calcium apparent intake","62091","Confidence interval: Lower bound","mg/cap/d","6","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG12","Sweets and sugars","3307","Calcium apparent intake","62092","Confidence interval: Upper bound","mg/cap/d","10","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG12","Sweets and sugars","3308","Iron apparent intake","6209A","Average","mg/cap/d","0.2","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG12","Sweets and sugars","3308","Iron apparent intake","62091","Confidence interval: Lower bound","mg/cap/d","0.1","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG12","Sweets and sugars","3308","Iron apparent intake","62092","Confidence interval: Upper bound","mg/cap/d","0.2","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG12","Sweets and sugars","3312","Zinc apparent intake","6209A","Average","mg/cap/d","0.04","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG12","Sweets and sugars","3312","Zinc apparent intake","62091","Confidence interval: Lower bound","mg/cap/d","0.04","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG12","Sweets and sugars","3312","Zinc apparent intake","62092","Confidence interval: Upper bound","mg/cap/d","0.05","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG12","Sweets and sugars","3309","Magnesium apparent intake","6209A","Average","mg/cap/d","5","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG12","Sweets and sugars","3309","Magnesium apparent intake","62091","Confidence interval: Lower bound","mg/cap/d","3","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG12","Sweets and sugars","3309","Magnesium apparent intake","62092","Confidence interval: Upper bound","mg/cap/d","7","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG12","Sweets and sugars","3310","Phosphorus apparent intake","6209A","Average","mg/cap/d","3","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG12","Sweets and sugars","3310","Phosphorus apparent intake","62091","Confidence interval: Lower bound","mg/cap/d","2","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG12","Sweets and sugars","3310","Phosphorus apparent intake","62092","Confidence interval: Upper bound","mg/cap/d","4","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG12","Sweets and sugars","3311","Potassium apparent intake","6209A","Average","mg/cap/d","16","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG12","Sweets and sugars","3311","Potassium apparent intake","62091","Confidence interval: Lower bound","mg/cap/d","9","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG12","Sweets and sugars","3311","Potassium apparent intake","62092","Confidence interval: Upper bound","mg/cap/d","22","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG12","Sweets and sugars","3314","Thiamin apparent intake","6209A","Average","mg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG12","Sweets and sugars","3314","Thiamin apparent intake","62091","Confidence interval: Lower bound","mg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG12","Sweets and sugars","3314","Thiamin apparent intake","62092","Confidence interval: Upper bound","mg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG12","Sweets and sugars","3315","Riboflavin apparent intake","6209A","Average","mg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG12","Sweets and sugars","3315","Riboflavin apparent intake","62091","Confidence interval: Lower bound","mg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG12","Sweets and sugars","3315","Riboflavin apparent intake","62092","Confidence interval: Upper bound","mg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG12","Sweets and sugars","3316","Vitamin B6 apparent intake","6209A","Average","mg/cap/d","0.03","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG12","Sweets and sugars","3316","Vitamin B6 apparent intake","62091","Confidence interval: Lower bound","mg/cap/d","0.01","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG12","Sweets and sugars","3316","Vitamin B6 apparent intake","62092","Confidence interval: Upper bound","mg/cap/d","0.04","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG12","Sweets and sugars","3319","Vitamin A apparent intake (retinol equivalents)","6206A","Average","μg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG12","Sweets and sugars","3319","Vitamin A apparent intake (retinol equivalents)","62061","Confidence interval: Lower bound","μg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG12","Sweets and sugars","3319","Vitamin A apparent intake (retinol equivalents)","62062","Confidence interval: Upper bound","μg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG12","Sweets and sugars","3318","Vitamin A apparent intake (retinol activity equivalents)","6206A","Average","μg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG12","Sweets and sugars","3318","Vitamin A apparent intake (retinol activity equivalents)","62061","Confidence interval: Lower bound","μg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG12","Sweets and sugars","3318","Vitamin A apparent intake (retinol activity equivalents)","62062","Confidence interval: Upper bound","μg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG12","Sweets and sugars","3300","Food, edible, apparent consumption","6123A","Average","g/cap/d","37.8","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG12","Sweets and sugars","3300","Food, edible, apparent consumption","61231","Confidence interval: Lower bound","g/cap/d","33.9","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG12","Sweets and sugars","3300","Food, edible, apparent consumption","61232","Confidence interval: Upper bound","g/cap/d","41.7","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG12","Sweets and sugars","3302","Energy apparent intake","6128A","Average","kcal/cap/d","59","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG12","Sweets and sugars","3302","Energy apparent intake","61281","Confidence interval: Lower bound","kcal/cap/d","56","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG12","Sweets and sugars","3302","Energy apparent intake","61282","Confidence interval: Upper bound","kcal/cap/d","62","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG12","Sweets and sugars","3303","Protein apparent intake","6123A","Average","g/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG12","Sweets and sugars","3303","Protein apparent intake","61231","Confidence interval: Lower bound","g/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG12","Sweets and sugars","3303","Protein apparent intake","61232","Confidence interval: Upper bound","g/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG12","Sweets and sugars","3304","Fat apparent intake","6123A","Average","g/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG12","Sweets and sugars","3304","Fat apparent intake","61231","Confidence interval: Lower bound","g/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG12","Sweets and sugars","3304","Fat apparent intake","61232","Confidence interval: Upper bound","g/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG12","Sweets and sugars","3305","Carbohydrate (available) apparent intake","6123A","Average","g/cap/d","14.8","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG12","Sweets and sugars","3305","Carbohydrate (available) apparent intake","61231","Confidence interval: Lower bound","g/cap/d","14","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG12","Sweets and sugars","3305","Carbohydrate (available) apparent intake","61232","Confidence interval: Upper bound","g/cap/d","15.6","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG12","Sweets and sugars","3306","Dietary Fibre apparent intake","6123A","Average","g/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG12","Sweets and sugars","3306","Dietary Fibre apparent intake","61231","Confidence interval: Lower bound","g/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG12","Sweets and sugars","3306","Dietary Fibre apparent intake","61232","Confidence interval: Upper bound","g/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG12","Sweets and sugars","3307","Calcium apparent intake","6209A","Average","mg/cap/d","2","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG12","Sweets and sugars","3307","Calcium apparent intake","62091","Confidence interval: Lower bound","mg/cap/d","2","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG12","Sweets and sugars","3307","Calcium apparent intake","62092","Confidence interval: Upper bound","mg/cap/d","2","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG12","Sweets and sugars","3308","Iron apparent intake","6209A","Average","mg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG12","Sweets and sugars","3308","Iron apparent intake","62091","Confidence interval: Lower bound","mg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG12","Sweets and sugars","3308","Iron apparent intake","62092","Confidence interval: Upper bound","mg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG12","Sweets and sugars","3312","Zinc apparent intake","6209A","Average","mg/cap/d","0.01","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG12","Sweets and sugars","3312","Zinc apparent intake","62091","Confidence interval: Lower bound","mg/cap/d","0.01","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG12","Sweets and sugars","3312","Zinc apparent intake","62092","Confidence interval: Upper bound","mg/cap/d","0.02","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG12","Sweets and sugars","3309","Magnesium apparent intake","6209A","Average","mg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG12","Sweets and sugars","3309","Magnesium apparent intake","62091","Confidence interval: Lower bound","mg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG12","Sweets and sugars","3309","Magnesium apparent intake","62092","Confidence interval: Upper bound","mg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG12","Sweets and sugars","3310","Phosphorus apparent intake","6209A","Average","mg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG12","Sweets and sugars","3310","Phosphorus apparent intake","62091","Confidence interval: Lower bound","mg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG12","Sweets and sugars","3310","Phosphorus apparent intake","62092","Confidence interval: Upper bound","mg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG12","Sweets and sugars","3311","Potassium apparent intake","6209A","Average","mg/cap/d","1","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG12","Sweets and sugars","3311","Potassium apparent intake","62091","Confidence interval: Lower bound","mg/cap/d","1","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG12","Sweets and sugars","3311","Potassium apparent intake","62092","Confidence interval: Upper bound","mg/cap/d","1","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG12","Sweets and sugars","3314","Thiamin apparent intake","6209A","Average","mg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG12","Sweets and sugars","3314","Thiamin apparent intake","62091","Confidence interval: Lower bound","mg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG12","Sweets and sugars","3314","Thiamin apparent intake","62092","Confidence interval: Upper bound","mg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG12","Sweets and sugars","3315","Riboflavin apparent intake","6209A","Average","mg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG12","Sweets and sugars","3315","Riboflavin apparent intake","62091","Confidence interval: Lower bound","mg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG12","Sweets and sugars","3315","Riboflavin apparent intake","62092","Confidence interval: Upper bound","mg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG12","Sweets and sugars","3316","Vitamin B6 apparent intake","6209A","Average","mg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG12","Sweets and sugars","3316","Vitamin B6 apparent intake","62091","Confidence interval: Lower bound","mg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG12","Sweets and sugars","3316","Vitamin B6 apparent intake","62092","Confidence interval: Upper bound","mg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG12","Sweets and sugars","3319","Vitamin A apparent intake (retinol equivalents)","6206A","Average","μg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG12","Sweets and sugars","3319","Vitamin A apparent intake (retinol equivalents)","62061","Confidence interval: Lower bound","μg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG12","Sweets and sugars","3319","Vitamin A apparent intake (retinol equivalents)","62062","Confidence interval: Upper bound","μg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG12","Sweets and sugars","3318","Vitamin A apparent intake (retinol activity equivalents)","6206A","Average","μg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG12","Sweets and sugars","3318","Vitamin A apparent intake (retinol activity equivalents)","62061","Confidence interval: Lower bound","μg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG12","Sweets and sugars","3318","Vitamin A apparent intake (retinol activity equivalents)","62062","Confidence interval: Upper bound","μg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG12","Sweets and sugars","3300","Food, edible, apparent consumption","6123A","Average","g/cap/d","14.9","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG12","Sweets and sugars","3300","Food, edible, apparent consumption","61231","Confidence interval: Lower bound","g/cap/d","14","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG12","Sweets and sugars","3300","Food, edible, apparent consumption","61232","Confidence interval: Upper bound","g/cap/d","15.7","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_33","TAMIL NADU","FG12","Sweets and sugars","3302","Energy apparent intake","6128A","Average","kcal/cap/d","89","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
